TAHUN,PENERIMA MANFAAT (HB),FS1,PR1,HA2,Karakter Puskesmas,ALOKASI BELANJA (RP),REALISASI BELANJA (RP)
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.5 Perencanaan dan Penganggaran Program,Terpencil,3872816240,3001339553
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perdesaan,26249961228,18927174406
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perkotaan,5374824632,3663476425
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Sangat Terpencil,116241382,80812331
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Terpencil,7548821601,5842992638
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Perdesaan,679896417,528292750
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perdesaan,32302866782,24600354197
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perkotaan,5877291561,4516061634
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Sangat Terpencil,2044118092,1526921107
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Terpencil,2458220520,1763375373
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perdesaan,13644402142,10291640039
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perkotaan,5259061991,3886164485
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.9 Penelitian dan Pengembangan Kesehatan,Sangat Terpencil,286067128,207194520
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.9 Penelitian dan Pengembangan Kesehatan,Terpencil,1294520708,986420987
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,8383763735,6485021726
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perkotaan,1146240561,997180160
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,4101986291,3060639089
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,1333569561,1062919712
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perkotaan,169533417,94987537
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Terpencil,932841737,670268538
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.1 Manajerial institusi,Perdesaan,52930798735,39005012532
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.1 Manajerial institusi,Perkotaan,12565281740,9322263274
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.1 Manajerial institusi,Sangat Terpencil,2512299129,1808662531
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.1 Manajerial institusi,Terpencil,5053670975,3775470731
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.3 Peningkatan Kapasitas Personil,Perdesaan,10644662597,8356997932
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.3 Peningkatan Kapasitas Personil,Perkotaan,1930740196,1292777550
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.3 Peningkatan Kapasitas Personil,Sangat Terpencil,552405822,402914630
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.3 Peningkatan Kapasitas Personil,Terpencil,1262263927,1053836186
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.5 Perencanaan dan Penganggaran Program,Perdesaan,24590660136,18841045729
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.5 Perencanaan dan Penganggaran Program,Perkotaan,5147144855,4013883729
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.5 Perencanaan dan Penganggaran Program,Sangat Terpencil,1368242425,1043519485
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.5 Perencanaan dan Penganggaran Program,Terpencil,2586240207,2054720031
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perdesaan,23087507642,17258428243
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perkotaan,6596276872,4931974677
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Sangat Terpencil,861353304,782630888
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Terpencil,3191095928,2385310142
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,392737007,360214237
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.1.9 Penelitian dan Pengembangan Kesehatan,Terpencil,2219458862,1564477907
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,50732463771,37332686522
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perkotaan,4205884971,2909450440
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Terpencil,12575005281,9085083809
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.1 Manajerial institusi,Perdesaan,840813880,659383204
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.1 Manajerial institusi,Terpencil,53015683,48604346
2022.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.2 Pertemuan koordinasi,Terpencil,1154531574,915267190
2022.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Perdesaan,2358472118,1807391792
2022.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Perkotaan,442635353,414925559
2022.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Perdesaan,24080066257,17856606282
2022.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Perkotaan,5480361004,3963166770
2022.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Sangat Terpencil,710459668,459829731
2022.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Terpencil,1829953541,1287830156
2022.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perdesaan,49118577,36235758
2022.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perdesaan,330810817,266924058
2022.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perkotaan,410627003,278745770
2022.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perdesaan,680476345,509256810
2022.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,27928074254,20811724577
2022.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perkotaan,7876609247,5907287597
2022.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Sangat Terpencil,551078328,445699766
2022.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,4875703110,4031457559
2022.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,1516372443,1192138570
2022.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.2 Pertemuan koordinasi,Perdesaan,2071463367,1439197966
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.1 Manajerial institusi,Perdesaan,13567504593,9786756184
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.1 Manajerial institusi,Perkotaan,2781928635,2169809755
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.1 Manajerial institusi,Sangat Terpencil,223522725,211786917
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.1 Manajerial institusi,Terpencil,1162996057,844022254
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Perdesaan,52767835947,39885494779
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Perkotaan,5274689926,3849911908
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Sangat Terpencil,25365416,14053290
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Terpencil,19867544479,15496607265
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Perdesaan,38472283904,29175965807
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Perkotaan,9576023877,7593261748
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Sangat Terpencil,68613549,35547439
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Terpencil,10066744082,8092975754
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perdesaan,36489762748,27107970127
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perkotaan,4822975103,3733992157
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Terpencil,5350967547,4016218375
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perdesaan,17950314178,13278955088
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perkotaan,8193311835,6729856108
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Sangat Terpencil,144539311,112375535
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Terpencil,1273730257,1108464383
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perdesaan,11648600354,8590299945
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perkotaan,1136729545,964043873
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.9 Penelitian dan Pengembangan Kesehatan,Sangat Terpencil,891506122,574543725
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.9 Penelitian dan Pengembangan Kesehatan,Terpencil,2930134840,2210097485
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,588940929072,443687595387
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perkotaan,148319256171,113667439306
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Sangat Terpencil,5777511718,4527878468
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,123068615769,91931014377
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,14683175118,10869162561
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perkotaan,6028266570,4541619943
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Terpencil,8311319778,6134599270
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.1 Manajerial institusi,Perdesaan,129198059938,97793342136
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.1 Manajerial institusi,Perkotaan,26948672872,20062166103
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.1 Manajerial institusi,Sangat Terpencil,1678625880,1272913330
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.1 Manajerial institusi,Terpencil,50240093505,37980473648
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.2 Pertemuan koordinasi,Perdesaan,1428764589,1056423817
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.2 Pertemuan koordinasi,Perkotaan,358604270,330769566
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.3 Peningkatan Kapasitas Personil,Perdesaan,1410603794,1124653862
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.3 Peningkatan Kapasitas Personil,Perkotaan,1591659850,1037104942
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.3 Peningkatan Kapasitas Personil,Terpencil,533367057,327012513
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.5 Perencanaan dan Penganggaran Program,Perdesaan,2152091726,1510302035
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Perdesaan,3660720332,2570400142
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Perkotaan,1733902044,1283948670
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Sangat Terpencil,112274282,89229789
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Terpencil,2901472476,2181546799
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perdesaan,12967102500,9785723770
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perkotaan,2163072499,1454900266
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Sangat Terpencil,741923257,591848743
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Terpencil,1691918762,1182952061
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perdesaan,4276156551,3324548148
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perkotaan,1370381578,928227276
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.9 Penelitian dan Pengembangan Kesehatan,Terpencil,297354948,200602244
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,990320927,742303958
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perkotaan,285326524,182550812
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,135899303028,101122722614
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perkotaan,59270468953,44511161685
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Sangat Terpencil,1634512217,1097514958
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Terpencil,30435103101,22317596066
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.1 Manajerial institusi,Perdesaan,90585464178,68477270421
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.1 Manajerial institusi,Perkotaan,17243801525,12537080840
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.1 Manajerial institusi,Sangat Terpencil,860698572,702063826
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.1 Manajerial institusi,Terpencil,38898542644,30013723036
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.2 Pertemuan koordinasi,Perdesaan,57512788384,43177277892
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.2 Pertemuan koordinasi,Perkotaan,10638661418,7787794589
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.2 Pertemuan koordinasi,Sangat Terpencil,309863818,269687094
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.2 Pertemuan koordinasi,Terpencil,8246491843,5854068652
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.3 Peningkatan Kapasitas Personil,Perdesaan,31418397815,22922426619
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.3 Peningkatan Kapasitas Personil,Perkotaan,7228892844,5376469303
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.3 Peningkatan Kapasitas Personil,Sangat Terpencil,393351919,284178944
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.3 Peningkatan Kapasitas Personil,Terpencil,9729682018,7230164603
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.5 Perencanaan dan Penganggaran Program,Perdesaan,19641642810,15152189667
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.5 Perencanaan dan Penganggaran Program,Perkotaan,1930235021,1533906636
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.5 Perencanaan dan Penganggaran Program,Sangat Terpencil,874912972,513047594
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.5 Perencanaan dan Penganggaran Program,Terpencil,1052483303,830348099
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perdesaan,11811344529,8926026237
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perkotaan,1905840854,1199061749
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Sangat Terpencil,241511685,201406019
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Terpencil,7428298714,5896144940
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Perdesaan,53888273300,39758842906
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Perkotaan,9378472788,7579133451
